Country,location,category,codes,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,headline_percent
UK,Monmouthshire,residential,GB,NA,4,4,3,3,2,NA,NA,2,-0,0,-1,1,NA,NA,0,-0,1,0,-1,NA,NA,1,0,1,2,1,NA,NA,4,7,11,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
UK,Moray,retail_recr,GB,1,4,10,2,5,-1,-2,0,-9,-0,1,0,7,11,13,6,10,8,7,2,4,5,2,5,3,2,-1,1,-2,0,-6,-12,-11,-20,-38,-50,-40,-73,-78,-78,-79,-87,-88,-88
UK,Moray,grocery_pharm,GB,2,4,7,2,0,-0,-3,-1,-3,5,0,1,4,5,6,2,6,8,8,5,5,4,4,7,7,11,9,11,10,18,21,20,21,9,9,-7,-9,-25,-29,-28,-31,-39,-45,-45
UK,Moray,parks,GB,6,14,NA,9,5,-2,-8,5,-4,12,7,-5,-10,5,23,26,NA,17,19,25,31,29,20,20,6,5,17,29,-2,12,16,20,25,32,25,25,0,-12,-30,-11,-15,-46,-42,-42
UK,Moray,transit,GB,NA,6,8,4,-2,-2,-9,NA,-4,-2,-9,-8,-2,NA,NA,-2,-2,-4,-6,-4,NA,NA,-4,-4,-2,-8,-5,NA,NA,-8,-12,-20,-21,-25,-28,NA,-40,-56,-61,-55,-56,-63,NA,-63
UK,Moray,workplace,GB,-3,-1,1,1,2,-2,-1,-1,-6,-2,-4,-1,-1,4,2,-2,-1,-2,-1,-2,1,1,1,-0,-2,0,-2,-0,-5,-4,-7,-14,-17,-17,-20,-25,-34,-52,-60,-62,-66,-59,-54,-54
UK,Moray,residential,GB,NA,1,-0,0,1,1,NA,NA,2,1,1,1,0,NA,NA,-0,-0,-0,0,-0,NA,NA,0,-0,0,1,0,NA,NA,2,4,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
UK,Na h-Eileanan an Iar,retail_recr,GB,NA,NA,NA,NA,NA,4,-5,NA,NA,NA,NA,2,13,20,NA,NA,NA,NA,2,4,-6,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,-2,-9,-31,NA,NA,-82,-68,-84,-69,-77,NA,-77
UK,Na h-Eileanan an Iar,grocery_pharm,GB,NA,0,6,2,5,5,-6,NA,6,6,0,-2,8,5,NA,9,6,8,4,5,0,NA,6,15,6,15,11,11,NA,26,33,27,27,16,5,NA,-4,-25,-27,-25,-31,-31,NA,-31
UK,Na h-Eileanan an Iar,parks,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK,Na h-Eileanan an Iar,transit,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-38,-53,-43,-44,-41,-54,NA,-54
UK,Na h-Eileanan an Iar,workplace,GB,NA,4,4,-0,2,-2,NA,NA,4,2,-4,1,-1,NA,NA,4,8,2,2,-4,NA,NA,6,5,-1,-0,-6,NA,NA,-4,-4,-9,-14,-17,NA,NA,-35,-49,-59,-57,-58,-51,NA,-51
UK,Na h-Eileanan an Iar,residential,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK,Neath Port Talbot Principle Area,retail_recr,GB,-16,8,-3,-1,2,6,-3,-4,-1,0,2,15,-8,5,1,11,5,0,9,4,4,4,2,-4,0,10,9,-2,-3,11,-10,-13,-7,-16,-28,-37,-24,-62,-64,-65,-67,-73,-74,-74
UK,Neath Port Talbot Principle Area,grocery_pharm,GB,-6,3,-3,-3,-3,-0,1,2,2,7,-0,6,-1,7,2,7,5,2,7,2,-1,-3,1,-0,1,7,10,8,5,14,12,15,18,11,11,-8,-8,-27,-27,-29,-28,-32,-38,-38
UK,Neath Port Talbot Principle Area,parks,GB,NA,NA,-2,-31,16,5,-4,3,-7,-9,-6,NA,-37,-40,-14,NA,23,-31,22,10,-15,-1,NA,-15,-12,8,19,-6,-6,NA,-34,-27,-4,25,17,35,NA,-19,-20,4,-22,-58,-46,-46
UK,Neath Port Talbot Principle Area,transit,GB,13,4,-1,-10,-5,-9,4,-8,-7,-3,-1,4,-9,-8,2,8,5,-1,-3,1,-4,-0,-2,-7,-5,-3,-3,-18,3,-7,-28,-30,-36,-31,-31,-21,-37,-51,-58,-57,-60,-68,-60,-60
UK,Neath Port Talbot Principle Area,workplace,GB,-5,-18,-17,-17,-18,-19,1,-1,-2,-0,1,-0,-3,1,2,0,1,-0,1,-1,2,-2,-1,-0,-1,-1,-5,-3,-6,-6,-13,-21,-23,-25,-21,-23,-41,-53,-59,-61,-61,-51,-46,-46
UK,Neath Port Talbot Principle Area,residential,GB,NA,2,3,3,3,2,0,NA,1,1,0,0,2,1,NA,-1,0,0,0,-1,-0,NA,0,1,1,1,1,3,NA,2,6,9,9,10,NA,NA,13,20,22,23,23,NA,NA,23
UK,Newport,retail_recr,GB,-12,1,-2,7,1,1,1,-0,-5,-5,2,4,-7,5,8,5,3,1,1,3,2,3,-2,-4,0,-3,-3,-11,-11,-4,-18,-24,-25,-31,-44,-53,-43,-71,-74,-74,-76,-83,-83,-83
UK,Newport,grocery_pharm,GB,-4,3,-1,-1,1,1,-3,-1,2,7,0,7,1,5,1,7,4,5,7,6,3,2,4,6,7,12,11,7,4,19,18,18,19,4,3,-16,-11,-27,-28,-29,-33,-40,-47,-47
UK,Newport,parks,GB,NA,NA,NA,-11,-11,4,-17,-2,-9,NA,NA,NA,-11,-20,14,NA,NA,NA,6,8,-8,4,NA,NA,NA,-2,0,-3,-16,NA,-12,-24,-19,-15,22,14,NA,-16,-17,-21,-30,-57,-49,-49
UK,Newport,transit,GB,-13,-4,-6,-4,-8,-3,11,8,-4,-0,-0,-4,3,-12,5,-0,5,11,-6,2,-3,24,-2,-1,-1,-13,-5,-20,-8,-16,-31,-39,-44,-44,-42,-36,-52,-64,-64,-71,-72,-73,-66,-66
UK,Newport,workplace,GB,-3,-15,-13,-14,-15,-17,-4,-4,-0,1,-1,-0,-3,-1,-0,-1,0,1,2,-0,1,1,-1,-0,-0,-1,-4,-4,-3,-7,-14,-23,-27,-30,-23,-27,-45,-55,-60,-63,-64,-53,-52,-52
UK,Newport,residential,GB,2,3,3,3,3,3,0,0,1,1,1,0,2,1,-0,-0,0,0,1,-0,0,-0,0,2,1,2,2,3,2,3,7,11,12,13,10,NA,16,22,24,25,26,NA,NA,26
UK,Newry and Mourne and Down,retail_recr,GB,-5,13,15,2,9,-1,-6,0,-0,2,1,5,0,-7,4,7,12,11,10,5,1,10,0,6,1,3,-2,-13,-5,10,-15,-23,-20,-27,-47,-58,-44,-65,-73,-73,-76,-80,-87,-87
UK,Newry and Mourne and Down,grocery_pharm,GB,-6,0,0,-5,-0,-2,-0,-3,4,4,-3,-0,0,-1,-3,4,2,3,2,4,4,3,4,5,7,27,17,10,14,29,6,9,9,7,11,-8,-6,-16,-20,-24,-26,-28,-45,-45
UK,Newry and Mourne and Down,parks,GB,NA,NA,NA,-19,15,-12,-1,7,-6,NA,9,15,-15,-31,-17,6,NA,21,23,23,-0,8,-15,NA,-6,-4,20,-14,44,NA,NA,NA,NA,NA,27,26,-13,-27,-30,-17,-38,-52,-65,-65
UK,Newry and Mourne and Down,transit,GB,-14,-10,-17,-19,-12,-10,-7,-1,-7,2,-2,5,-3,-14,-8,1,6,-4,-4,-0,-2,-7,-6,6,-10,-12,-7,-26,-11,-24,-30,-25,-21,-22,-32,-14,-42,-49,-53,-49,-55,-54,-55,-55.00000000000001
UK,Newry and Mourne and Down,workplace,GB,1,-15,-14,-14,-12,-12,1,4,2,3,2,2,1,-4,1,3,2,1,1,2,1,2,1,2,-0,1,-1,-4,-3,-23,-57,-24,-25,-25,-26,-33,-38,-52,-59,-62,-63,-55,-52,-52
UK,Newry and Mourne and Down,residential,GB,NA,2,2,3,2,3,0,NA,0,0,0,-0,1,2,NA,-0,-1,0,-0,-0,1,NA,1,0,1,2,3,5,NA,8,19,12,12,14,NA,NA,16,22,25,26,29,NA,NA,28.999999999999996
UK,Norfolk,retail_recr,GB,-7,16,15,14,11,9,1,-3,-3,2,2,2,3,5,9,6,5,6,4,6,5,8,5,4,5,4,3,0,-3,1,-7,-19,-16,-24,-44,-54,-40,-71,-73,-75,-76,-84,-87,-87
UK,Norfolk,grocery_pharm,GB,-7,3,2,1,0,3,-0,-3,-2,6,1,-0,-0,3,1,3,3,4,4,6,4,3,5,6,6,8,9,8,9,20,22,19,21,8,2,-13,-9,-27,-29,-31,-32,-43,-52,-52
UK,Norfolk,parks,GB,-28,59,56,57,28,42,7,-10,-9,9,12,3,-3,-18,27,25,20,25,9,36,21,37,22,26,36,20,38,15,14,43,38,8,24,17,9,19,3,-22,-17,-20,-34,-65,-69,-69
UK,Norfolk,transit,GB,-4,-0,1,1,-3,-2,4,1,-3,0,-1,0,5,4,8,1,2,2,1,3,9,12,-0,1,1,1,-1,1,3,-8,-15,-23,-23,-29,-29,-26,-42,-57,-60,-60,-63,-67,-68,-68
UK,Norfolk,workplace,GB,-3,-16,-15,-15,-16,-16,-2,-2,-0,1,1,-0,-1,0,1,1,1,1,1,1,2,2,1,0,1,0,-1,-0,-3,-3,-9,-16,-19,-21,-21,-26,-37,-52,-58,-60,-60,-54,-53,-53
UK,Norfolk,residential,GB,2,2,2,2,3,3,0,0,2,0,0,1,1,1,-1,1,0,0,1,0,-0,-1,1,1,0,1,1,2,2,3,5,8,9,10,9,7,14,20,22,24,25,18,14,14.000000000000002
UK,North Ayrshire Council,retail_recr,GB,-2,2,7,0,2,-10,-5,-0,2,8,7,6,4,6,5,13,13,19,10,5,1,9,3,5,2,-2,5,-4,4,1,-5,-8,-4,-14,-35,-40,-38,-69,-72,-72,-75,-78,-79,-79
UK,North Ayrshire Council,grocery_pharm,GB,-0,5,6,3,6,0,0,5,4,6,3,4,5,4,1,9,6,10,10,8,5,4,5,7,5,12,16,16,18,24,25,34,32,18,23,-2,1,-15,-17,-19,-18,-25,-37,-37
UK,North Ayrshire Council,parks,GB,NA,NA,NA,NA,-16,-26,-21,-4,NA,NA,NA,-13,-19,-6,-20,NA,NA,NA,NA,NA,-10,16,NA,NA,NA,NA,NA,8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41,-20,-28,-21,-12,-12
UK,North Ayrshire Council,transit,GB,-16,6,-5,11,1,-15,-19,8,-0,-1,9,7,3,3,-1,21,6,20,12,9,-5,24,5,-12,-1,-6,12,-8,4,-4,-17,-9,-6,-8,-19,-2,-38,-61,-65,-61,-65,-67,-59,-59
UK,North Ayrshire Council,workplace,GB,1,1,1,1,1,-1,1,1,-1,0,0,-1,-0,1,3,-0,0,0,-2,-0,4,1,-1,-1,-2,-2,-2,-3,-3,-7,-10,-16,-19,-22,-21,-24,-42,-57,-64,-66,-66,-57,-51,-51
UK,North Ayrshire Council,residential,GB,NA,1,1,0,0,2,2,NA,1,0,0,1,1,-0,NA,-0,-0,-1,1,0,0,NA,1,1,1,1,1,2,NA,3,5,7,7,8,NA,NA,13,20,23,23,25,NA,NA,25
UK,North East Lincolnshire,retail_recr,GB,0,7,10,8,5,3,-4,-2,-3,3,-1,2,-1,7,11,5,6,4,3,4,2,10,1,1,3,5,2,-0,3,2,-1,-10,-5,-11,-33,-44,-36,-73,-75,-74,-74,-82,-85,-85
UK,North East Lincolnshire,grocery_pharm,GB,-4,-2,-2,-0,-2,-1,-0,0,1,5,-0,-1,1,2,2,2,3,5,3,4,3,1,1,3,3,9,8,10,11,21,25,24,25,13,8,-9,-4,-24,-23,-27,-28,-38,-46,-46
UK,North East Lincolnshire,parks,GB,-33,39,50,34,3,20,4,-2,-12,10,13,0,-19,-19,28,25,35,28,10,53,45,55,11,28,46,19,42,29,15,48,48,7,31,29,2,6,-5,-21,-24,-25,-39,-69,-72,-72
UK,North East Lincolnshire,transit,GB,-18,-6,3,2,-9,-5,-1,0,0,6,-4,3,1,3,-3,0,8,6,-3,1,11,6,0,3,4,1,-2,-5,-10,-2,-10,-13,-16,-11,-20,-23,-35,-53,-52,-55,-55,-62,-68,-68
UK,North East Lincolnshire,workplace,GB,-1,-15,-13,-14,-15,-16,-2,-0,-0,1,0,0,-1,0,-1,1,1,0,1,2,2,-1,1,0,-0,-1,-2,1,-2,-1,-4,-9,-11,-14,-15,-18,-31,-44,-51,-53,-53,-48,-46,-46
UK,North East Lincolnshire,residential,GB,1,2,2,2,3,3,0,-0,1,0,0,1,1,-0,-1,0,-0,0,0,0,-1,-1,0,0,0,1,1,0,0,1,2,5,5,6,7,NA,11,17,19,20,22,NA,NA,22
UK,North Lanarkshire,retail_recr,GB,-3,1,7,0,-1,-7,-6,-0,-1,4,2,4,1,7,0,5,7,9,4,2,-0,1,2,-0,1,-2,-1,-7,-2,-4,-12,-15,-13,-20,-39,-44,-37,-67,-71,-72,-72,-78,-78,-78
UK,North Lanarkshire,grocery_pharm,GB,-5,-0,-0,-1,-2,-1,1,-1,-1,4,-0,0,3,4,-2,5,4,4,6,5,4,1,4,3,5,9,11,12,8,13,14,18,21,9,8,-8,-9,-21,-23,-27,-26,-29,-37,-37
UK,North Lanarkshire,parks,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK,North Lanarkshire,transit,GB,-7,-2,-0,-3,-3,-4,-15,-3,-3,-0,1,1,4,1,-6,2,1,6,4,7,-1,6,1,-3,-1,-5,-2,-10,-10,-9,-22,-29,-30,-29,-39,-25,-44,-58,-65,-65,-65,-64,-56,-56.00000000000001
UK,North Lanarkshire,workplace,GB,1,0,2,2,1,-1,-0,3,0,2,1,1,1,2,1,1,2,2,2,2,3,4,1,1,1,-1,-2,-0,-3,-7,-10,-18,-21,-23,-19,-21,-37,-53,-62,-65,-66,-53,-50,-50
UK,North Lanarkshire,residential,GB,1,1,-0,0,0,1,2,-0,1,-0,0,-0,0,-0,-0,0,-0,-1,-0,-0,0,-1,0,0,1,1,2,2,1,4,6,9,9,10,9,6,15,22,25,26,27,18,13,13
UK,North Lincolnshire,retail_recr,GB,-5,6,5,-0,2,2,-1,6,-2,2,0,3,2,5,9,6,3,3,3,6,5,8,1,4,4,3,1,-2,-1,6,-1,-8,-4,-12,-35,-45,-33,-61,-63,-64,-66,-75,-79,-79
UK,North Lincolnshire,grocery_pharm,GB,-6,-4,-3,-7,-6,-5,-1,-2,-3,3,-1,1,-2,1,-2,-1,-2,3,1,2,2,1,0,3,2,6,6,7,9,19,24,24,29,16,13,-2,-0,-21,-24,-24,-28,-35,-41,-41
UK,North Lincolnshire,parks,GB,-31,-1,3,0,-7,-9,-15,-1,-20,-4,3,3,-14,-15,9,9,0,8,5,20,18,15,6,3,3,-4,4,-13,-2,6,7,-17,4,5,2,26,-3,-20,-18,-11,-22,-56,-56,-56.00000000000001
UK,North Lincolnshire,transit,GB,-21,-9,-2,-7,-5,-2,-1,-1,-5,1,2,4,-2,5,-5,5,2,4,6,3,15,0,-4,2,3,3,0,-3,-16,-2,-2,-14,-6,-11,-10,-3,-23,-38,-39,-40,-47,-55,-58,-57.99999999999999
UK,North Lincolnshire,workplace,GB,-1,-14,-15,-15,-17,-15,-3,-2,-1,1,0,-1,-1,0,3,1,1,0,0,1,1,5,2,1,1,-1,-0,-2,2,-2,-5,-11,-16,-15,-15,-19,-30,-45,-51,-55,-54,-50,-46,-46
UK,North Lincolnshire,residential,GB,NA,2,3,2,3,3,1,NA,1,1,0,1,1,0,NA,-0,1,0,0,0,-0,-1,0,1,0,1,1,1,NA,1,3,6,6,7,7,NA,11,18,20,21,22,NA,NA,23
UK,North Somerset,retail_recr,GB,-13,8,12,2,5,9,-5,-4,-10,-6,-2,2,-7,-2,3,4,3,-7,-2,5,2,3,-3,4,1,-2,-2,-3,-15,2,-12,-21,-24,-27,-44,-51,-44,-70,-73,-73,-75,-84,-84,-84
UK,North Somerset,grocery_pharm,GB,-6,2,3,-1,2,0,-2,-2,-2,5,-1,3,1,2,2,6,7,4,4,5,2,5,4,7,5,9,10,7,8,22,25,19,18,5,0,-15,-10,-27,-29,-31,-34,-45,-50,-50
UK,North Somerset,parks,GB,-37,26,29,6,18,23,-14,-6,-21,-1,9,27,-23,-28,4,22,36,-13,2,23,4,17,-3,4,17,11,17,4,-20,45,12,-1,-3,6,30,37,11,1,1,9,-27,-57,-52,-52
UK,North Somerset,transit,GB,-2,10,14,14,2,10,2,5,9,10,12,8,6,3,1,5,4,5,2,9,3,6,4,-0,7,-4,-5,-13,-28,-17,-30,-36,-47,-50,-57,-64,-63,-70,-72,-78,-81,-85,-88,-88
UK,North Somerset,workplace,GB,-2,-16,-16,-16,-17,-17,-3,-2,-3,-0,0,0,-3,1,-1,0,-0,-0,-0,1,1,0,0,0,-0,-2,-4,-4,-8,-8,-14,-23,-28,-29,-27,-31,-44,-58,-63,-66,-65,-57,-54,-54
UK,North Somerset,residential,GB,1,2,2,3,3,2,1,-0,2,1,0,0,2,1,-0,0,0,1,1,-0,-0,-1,1,1,1,2,2,2,2,3,7,11,13,13,11,NA,17,24,26,27,27,NA,NA,27
UK,North Yorkshire,retail_recr,GB,6,16,17,16,13,6,-1,6,-11,4,2,5,-3,3,8,7,9,5,7,6,7,16,2,3,3,3,2,4,10,4,-3,-15,-10,-19,-45,-53,-41,-69,-73,-74,-77,-86,-88,-88
UK,North Yorkshire,grocery_pharm,GB,0,4,3,3,1,0,-1,-1,-4,8,2,3,2,2,2,4,5,6,6,9,8,8,4,7,4,8,10,11,16,22,27,21,24,14,11,-5,-5,-24,-28,-30,-32,-43,-48,-48
UK,North Yorkshire,parks,GB,2,41,49,44,27,17,-11,4,-10,19,12,14,-12,-15,10,21,26,21,26,38,21,44,16,20,20,16,37,20,42,47,37,18,43,32,16,30,4,-14,-13,-14,-37,-70,-65,-65
UK,North Yorkshire,transit,GB,5,8,6,4,3,6,0,14,-2,3,1,3,3,-4,5,3,3,4,4,11,6,13,1,1,2,-1,2,-3,6,-3,-10,-20,-17,-25,-32,-31,-38,-53,-59,-61,-65,-74,-74,-74
UK,North Yorkshire,workplace,GB,-2,-17,-16,-17,-17,-18,-4,-0,-10,1,1,1,0,1,1,1,1,1,2,1,2,3,0,0,0,0,-2,-0,-2,-4,-9,-17,-19,-21,-22,-29,-39,-53,-60,-62,-63,-57,-55,-55.00000000000001
UK,North Yorkshire,residential,GB,1,2,2,3,3,3,1,-0,5,0,0,0,1,1,-0,0,0,0,-0,-0,-0,-1,0,1,1,1,2,2,0,2,5,9,9,10,10,8,15,21,23,24,26,19,15,15
UK,Northamptonshire,retail_recr,GB,-5,7,5,2,3,5,-5,-5,-6,-1,1,2,1,5,6,3,2,1,1,6,0,2,-3,0,1,-0,-1,-7,-16,-4,-12,-22,-20,-25,-47,-55,-41,-66,-70,-70,-72,-83,-84,-84
UK,Northamptonshire,grocery_pharm,GB,-3,1,-0,-1,0,-0,0,1,-0,5,1,2,1,3,4,3,3,4,4,5,3,6,3,6,6,12,11,9,7,20,23,23,29,12,4,-9,-5,-19,-21,-23,-24,-36,-42,-42
UK,Northamptonshire,parks,GB,-28,17,11,3,3,11,-3,-5,-6,3,6,4,-5,-6,8,15,7,5,-0,19,3,6,1,10,10,12,10,-0,-19,21,7,-8,-2,1,-4,4,6,-20,-18,-23,-29,-61,-59,-59
UK,Northamptonshire,transit,GB,0,4,1,1,-1,4,7,16,-1,2,-1,-2,1,3,19,1,-2,-1,-3,4,4,3,-2,0,-6,-7,-6,-11,-12,-11,-17,-24,-25,-27,-35,-34,-35,-48,-55,-59,-61,-69,-70,-71
UK,Northamptonshire,workplace,GB,-2,-14,-14,-14,-15,-16,-3,-3,-1,1,1,0,0,1,-0,1,1,1,1,2,2,-0,1,1,1,-0,-2,-2,-5,-4,-10,-17,-21,-23,-20,-25,-38,-49,-56,-59,-60,-49,-47,-47
UK,Northamptonshire,residential,GB,1,3,3,3,3,3,0,-0,2,0,1,1,1,-0,-1,0,0,1,1,0,-0,-1,1,1,1,1,2,2,2,3,6,9,10,11,10,8,16,22,25,25,27,18,14,14.000000000000002
UK,Northumberland,retail_recr,GB,3,10,11,9,7,3,-3,1,-10,5,3,7,1,6,4,9,8,7,8,5,4,8,5,3,1,3,2,4,4,7,-3,-7,-8,-15,-39,-49,-37,-65,-67,-68,-72,-81,-84,-84
UK,Northumberland,grocery_pharm,GB,0,2,2,-2,2,-0,0,-0,-2,8,2,4,4,3,3,5,3,6,9,7,7,6,7,7,5,11,13,13,20,29,30,28,32,19,18,0,1,-21,-22,-24,-25,-34,-42,-42
UK,Northumberland,parks,GB,-4,53,49,46,33,13,-17,-1,-20,13,13,19,-10,-2,-19,27,24,27,44,38,21,27,33,17,11,20,33,30,33,64,36,26,60,41,20,30,15,-17,-7,-15,-40,-67,-66,-66
UK,Northumberland,transit,GB,-4,-0,-1,-3,-5,-3,-5,2,-8,3,0,2,1,2,-4,2,2,-1,8,3,3,4,6,-3,-3,-2,-3,0,0,-0,-11,-15,-14,-19,-25,-17,-33,-51,-50,-56,-58,-64,-61,-61
UK,Northumberland,workplace,GB,-1,-15,-15,-15,-16,-17,-2,-2,-8,1,-0,0,0,4,-1,0,0,-0,0,0,5,4,-0,-1,-0,-1,-2,3,-2,-4,-9,-15,-19,-20,-21,-27,-38,-52,-58,-60,-60,-54,-54,-54
UK,Northumberland,residential,GB,0,2,3,2,3,3,1,-0,4,1,0,0,1,-0,0,-0,0,-0,0,-0,0,-1,0,1,1,2,1,1,0,2,5,7,8,9,9,7,14,20,21,23,24,18,14,14.000000000000002
UK,Nottinghamshire,retail_recr,GB,-11,6,6,5,3,6,-4,-3,-2,-3,1,-3,0,8,1,2,3,-2,2,7,-1,2,2,1,-4,-8,-13,-5,-23,-12,-10,-17,-14,-46,-63,-69,-39,-78,-72,-81,-84,-83,-90,-90
UK,Nottinghamshire,grocery_pharm,GB,-5,1,-3,-2,-3,2,-1,-0,-1,7,-0,2,2,3,3,5,4,5,4,8,4,6,3,6,4,15,17,8,15,21,27,28,29,17,4,-12,-6,-22,-24,-27,-26,-37,-45,-45
UK,Nottinghamshire,parks,GB,-42,41,23,1,-3,4,66,-14,-15,16,17,23,-24,-21,28,7,11,17,7,43,12,16,7,4,6,1,-4,15,-20,13,-2,-21,7,0,7,10,22,0,-11,15,-19,-56,-58,-57.99999999999999
UK,Nottinghamshire,transit,GB,-15,-2,1,-7,-7,-0,8,-6,0,3,1,2,2,-2,7,4,2,-2,-1,6,5,-2,0,-1,-2,-6,-8,-7,-9,-5,-16,-41,-23,-46,-22,-56,-57,-69,-73,-53,-76,-63,-80,-80
UK,Nottinghamshire,workplace,GB,-3,-10,-10,-16,-17,-10,-1,-1,-1,1,-0,0,-1,-0,1,1,2,2,2,1,1,1,1,1,-0,-1,-1,-2,-2,-5,-15,-24,-28,-25,-28,-27,-48,-53,-60,-62,-62,-55,-56,-56.00000000000001
UK,Nottinghamshire,residential,GB,1,2,2,3,3,2,0,-0,2,0,0,0,1,0,-1,0,0,0,0,-1,-0,-1,1,1,1,1,1,1,2,3,6,10,10,12,10,9,15,21,24,25,26,19,15,15
UK,Orkney,retail_recr,GB,NA,NA,NA,NA,-7,-2,-20,NA,NA,NA,NA,NA,-15,8,NA,NA,NA,NA,NA,13,4,NA,NA,NA,NA,-12,6,6,NA,NA,NA,NA,-35,-30,-65,NA,-54,-82,NA,-84,-85,NA,NA,-85
UK,Orkney,grocery_pharm,GB,NA,2,-2,-4,-2,-0,-15,NA,9,-0,-2,4,-0,2,NA,4,-0,4,8,2,4,NA,NA,8,6,12,11,9,NA,NA,NA,12,14,7,-2,NA,-7,-32,-38,-33,-39,-49,-41,-40
UK,Orkney,parks,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK,Orkney,transit,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK,Orkney,workplace,GB,NA,-23,0,0,1,-3,NA,NA,3,1,1,-1,3,NA,NA,-1,NA,1,-3,0,NA,NA,0,-1,-1,0,0,NA,NA,-6,-11,-7,-15,-15,NA,NA,-33,-56,-61,-62,-61,NA,NA,-61
UK,Orkney,residential,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UK,Oxfordshire,retail_recr,GB,-10,12,10,8,6,7,-3,-4,-2,1,1,0,0,5,5,5,2,-1,-2,4,1,2,-3,-0,-1,-2,-3,-11,-21,-8,-19,-26,-30,-35,-54,-62,-49,-72,-74,-75,-78,-85,-87,-87
UK,Oxfordshire,grocery_pharm,GB,-5,4,1,-0,-0,3,1,0,2,6,1,1,3,4,4,6,5,4,4,8,4,4,6,7,7,13,13,9,6,23,25,22,24,12,0,-12,-5,-22,-26,-26,-28,-40,-45,-45
UK,Oxfordshire,parks,GB,-41,22,15,0,1,19,-0,-9,-9,5,0,-1,-13,-15,11,15,9,-8,-5,22,9,9,5,4,11,7,11,2,-29,32,-1,-11,-14,2,0,14,13,-11,-8,-9,-22,-56,-48,-48
UK,Oxfordshire,transit,GB,-14,-6,-8,-9,-10,5,6,7,-1,-0,-1,1,8,4,17,3,-1,-1,-1,4,6,7,-1,-3,-7,-7,-7,-13,-17,-18,-31,-39,-41,-43,-50,-51,-53,-65,-70,-71,-73,-78,-79,-79
UK,Oxfordshire,workplace,GB,-2,-16,-16,-16,-16,-17,-2,-0,0,1,1,0,0,1,2,1,2,1,1,1,2,1,1,-0,-0,-1,-4,-2,-5,-11,-19,-28,-32,-34,-28,-34,-52,-64,-68,-70,-70,-59,-58,-57.99999999999999
UK,Oxfordshire,residential,GB,1,2,3,3,3,3,-0,-1,1,0,0,1,1,0,-1,0,0,1,1,0,-0,-0,1,2,2,2,3,3,3,5,10,13,15,16,12,10,20,27,29,30,31,21,17,17
UK,Pembrokeshire,retail_recr,GB,0,21,22,11,14,8,0,0,-0,1,3,7,-7,4,14,10,7,1,8,6,7,11,3,5,4,6,1,7,5,8,-8,-15,-17,-20,-43,-46,-38,-69,-74,-74,-77,-86,-87,-87
